"no","time","temperature","humidity"
189,11:40:59,36.0,71.7
190,11:41:0,35.8,72.0
191,11:41:1,35.9,72.3
192,11:41:2,36.0,72.3
193,11:41:3,36.0,72.1
194,11:41:4,36.1,72.8
195,11:41:5,36.0,71.3
196,11:41:6,36.0,71.4
197,11:41:7,36.0,71.7
198,11:41:8,36.0,69.7
199,11:41:9,36.0,70.9
200,11:41:10,36.0,70.9
201,11:41:11,36.0,70.5
202,11:41:12,36.0,70.4
203,11:41:13,36.0,71.6
204,11:41:14,36.0,70.7
205,11:41:15,36.2,70.5
206,11:41:16,36.1,70.7
207,11:41:17,36.1,70.8
208,11:41:18,36.2,70.9
209,11:41:19,36.0,70.7
210,11:41:20,36.0,70.7
211,11:41:21,36.2,71.1
212,11:41:22,36.2,71.5
213,11:41:23,36.3,69.8
214,11:41:24,36.2,70.9
215,11:41:25,36.2,71.0
216,11:41:26,36.1,70.0
217,11:41:27,36.3,71.5
218,11:41:28,36.3,69.7
219,11:41:29,36.2,70.8
220,11:41:30,36.2,70.8
221,11:41:31,36.3,71.1
222,11:41:32,36.2,70.6
223,11:41:33,36.3,71.1
224,11:41:34,36.3,70.9
225,11:41:35,36.3,71.0
226,11:41:36,36.3,71.1
227,11:41:37,36.3,71.0
228,11:41:38,36.4,72.1
229,11:41:39,36.4,71.0
230,11:41:40,36.3,71.1
231,11:41:41,36.4,72.1
232,11:41:42,36.3,70.1
233,11:41:43,36.4,71.0
234,11:41:44,36.3,70.8
235,11:41:45,36.3,71.0
236,11:41:46,36.4,71.2
237,11:41:47,36.4,71.2
238,11:41:48,36.5,71.1
239,11:41:49,36.3,71.1
240,11:41:50,36.4,71.0
241,11:41:51,36.4,71.1
242,11:41:52,36.7,71.1
243,11:41:53,36.5,70.9
244,11:41:54,36.4,71.1
245,11:41:55,36.5,71.4
246,11:41:56,36.5,69.6
247,11:41:57,36.5,70.2
248,11:41:58,36.5,69.3
249,11:41:59,36.5,71.1
250,11:42:0,36.6,70.9
251,11:42:1,36.6,71.0
252,11:42:2,36.4,71.1
253,11:42:3,36.5,71.2
254,11:42:4,36.6,71.0
255,11:42:5,36.5,70.9
256,11:42:6,36.6,71.1
257,11:42:7,36.4,71.1
258,11:42:8,36.5,71.4
259,11:42:9,36.5,71.2
260,11:42:10,36.6,71.2
261,11:42:11,36.6,70.9
262,11:42:12,36.7,70.9
263,11:42:13,36.6,69.4
264,11:42:14,36.6,71.2
265,11:42:15,36.7,71.0
266,11:42:16,36.6,71.2
267,11:42:17,36.7,71.0
268,11:42:18,36.7,71.3
269,11:42:19,36.7,70.9
270,11:42:20,36.7,71.0
271,11:42:21,36.7,71.1
272,11:42:22,36.7,71.2
273,11:42:23,36.7,72.4
274,11:42:24,36.6,71.2
275,11:42:25,36.6,71.3
276,11:42:26,36.7,72.4
277,11:42:27,36.7,70.7
278,11:42:28,36.7,69.0
279,11:42:29,36.7,71.4
280,11:42:30,36.7,71.1
281,11:42:31,36.8,71.2
282,11:42:32,36.7,71.4
283,11:42:33,36.7,71.5
284,11:42:34,36.8,71.7
285,11:42:35,36.8,71.4
286,11:42:36,36.8,71.3
287,11:42:37,36.9,71.2
288,11:42:38,36.8,73.3
289,11:42:39,36.8,71.9
290,11:42:40,36.8,71.8
291,11:42:41,36.8,71.5
292,11:42:42,36.8,71.4
293,11:42:43,36.9,71.7
294,11:42:44,36.9,71.7
295,11:42:45,36.8,70.3
296,11:42:46,36.9,71.7
297,11:42:47,36.8,71.6
298,11:42:48,36.9,71.6
299,11:42:49,36.9,71.2
300,11:42:50,36.9,71.4
301,11:42:51,36.9,71.8
302,11:42:52,36.9,73.3
303,11:42:53,36.9,71.3
304,11:42:54,36.9,71.5
305,11:42:55,36.9,71.9
306,11:42:56,36.9,71.7
307,11:42:57,36.9,71.9
308,11:42:58,37.1,72.0
309,11:42:59,37.0,71.8
310,11:43:0,37.0,71.7
311,11:43:1,37.0,71.6
312,11:43:2,36.9,73.6
313,11:43:3,37.1,71.9
314,11:43:4,37.1,72.4
315,11:43:5,37.0,71.5
316,11:43:7,37.1,71.8
317,11:43:8,37.1,71.4
318,11:43:9,37.0,70.3
319,11:43:10,37.0,71.7
320,11:43:11,36.9,71.9
321,11:43:12,37.1,71.3
322,11:43:13,37.1,71.5
323,11:43:14,37.1,71.7
324,11:43:15,37.1,71.7
325,11:43:16,37.0,71.8
326,11:43:17,37.1,71.8
327,11:43:18,37.2,71.8
328,11:43:19,37.0,71.6
329,11:43:20,37.2,70.7
330,11:43:21,37.0,71.8
331,11:43:22,37.0,72.0
332,11:43:23,37.2,71.9
333,11:43:24,37.2,71.0
334,11:43:25,37.1,71.7
335,11:43:26,37.1,71.7
336,11:43:27,37.1,71.9
337,11:43:28,37.1,71.8
338,11:43:29,37.2,72.2
339,11:43:30,37.1,72.0
340,11:43:31,37.2,71.7
341,11:43:32,37.1,72.3
342,11:43:33,37.1,72.1
343,11:43:34,37.3,71.8
344,11:43:35,37.3,71.6
345,11:43:36,37.2,71.8
346,11:43:37,37.2,71.2
347,11:43:38,37.1,73.3
348,11:43:39,37.1,72.4
349,11:43:40,37.3,71.9
350,11:43:41,37.2,72.2
351,11:43:42,37.3,71.8
352,11:43:43,37.3,72.0
353,11:43:44,37.3,71.9
354,11:43:45,37.3,71.8
355,11:43:46,37.2,72.0
356,11:43:47,37.3,71.8
357,11:43:48,37.2,71.8
358,11:43:49,37.4,71.1
359,11:43:50,37.3,71.9
360,11:43:51,37.2,72.0
361,11:43:52,37.3,70.3
362,11:43:53,37.4,71.8
363,11:43:54,37.3,71.9
364,11:43:55,37.3,72.0
365,11:43:56,37.4,71.9
366,11:43:57,37.4,72.0
367,11:43:58,37.4,71.8
368,11:43:59,37.4,72.0
369,11:44:0,37.4,72.1
370,11:44:1,37.4,71.7
371,11:44:2,37.4,72.0
372,11:44:3,37.1,72.0
373,11:44:4,37.4,70.7
374,11:44:5,37.5,72.1
375,11:44:6,37.5,71.9
376,11:44:7,37.5,71.4
377,11:44:8,37.5,73.6
378,11:44:9,37.5,72.1
379,11:44:10,37.4,72.2
380,11:44:11,37.5,73.6
381,11:44:12,37.5,72.5
382,11:44:13,37.4,72.2
383,11:44:14,37.5,72.0
384,11:44:15,37.5,72.0
385,11:44:16,37.4,72.1
386,11:44:17,37.5,72.2
387,11:44:18,37.6,72.1
388,11:44:19,37.4,72.9
389,11:44:20,37.5,72.2
390,11:44:21,37.5,72.2
391,11:44:22,37.6,71.7
392,11:44:23,37.5,72.6
393,11:44:24,37.6,72.1
394,11:44:25,37.5,72.1
395,11:44:26,37.6,72.1
396,11:44:27,37.5,72.3
397,11:44:28,37.6,73.6
398,11:44:29,37.5,72.2
399,11:44:30,37.5,72.0
400,11:44:31,37.6,72.3
401,11:44:32,37.6,72.4
402,11:44:33,37.3,71.9
403,11:44:34,37.7,73.4
404,11:44:35,37.6,72.5
405,11:44:36,37.6,72.2
406,11:44:37,37.5,72.0
407,11:44:38,37.7,72.1
408,11:44:39,37.6,72.2
409,11:44:40,37.6,72.1
410,11:44:41,37.7,72.3
411,11:44:42,37.7,72.3
412,11:44:43,37.5,72.2
413,11:44:44,37.5,72.1
414,11:44:45,37.5,73.6
415,11:44:46,37.7,72.2
416,11:44:47,37.6,72.1
417,11:44:48,37.5,71.6
418,11:44:49,37.8,73.8
419,11:44:50,37.7,72.3
420,11:44:51,37.7,72.0
421,11:44:52,37.8,71.7
422,11:44:53,37.7,72.2
423,11:44:54,37.7,72.0
424,11:44:55,37.8,72.4
425,11:44:56,37.7,72.2
426,11:44:57,37.8,71.9
427,11:44:58,37.7,72.1
428,11:44:59,37.8,72.2
429,11:45:0,37.7,72.0
430,11:45:1,37.8,72.4
431,11:45:2,37.8,71.1
432,11:45:3,37.8,71.6
433,11:45:4,37.7,72.7
434,11:45:5,37.9,72.4
435,11:45:6,37.8,72.0
436,11:45:7,37.9,71.8
437,11:45:8,37.8,71.5
438,11:45:9,37.8,72.2
439,11:45:10,37.8,72.1
440,11:45:11,37.7,72.0
441,11:45:12,37.9,71.9
442,11:45:13,37.9,72.2
443,11:45:14,37.9,72.0
444,11:45:15,37.8,71.9
445,11:45:16,37.8,72.1
446,11:45:17,37.9,72.1
447,11:45:18,37.7,71.8
448,11:45:19,37.9,71.9
449,11:45:20,37.8,72.0
450,11:45:21,37.8,71.6
451,11:45:22,37.9,73.5
452,11:45:23,38.0,71.1
453,11:45:24,37.9,72.2
454,11:45:25,38.0,71.8
455,11:45:26,37.9,71.5
456,11:45:27,37.9,72.0
457,11:45:28,37.9,72.1
458,11:45:29,37.9,72.1
459,11:45:30,38.0,71.8
460,11:45:31,37.9,71.9
461,11:45:32,37.9,72.2
462,11:45:33,38.0,72.1
463,11:45:34,37.9,71.8
464,11:45:35,38.0,72.5
465,11:45:36,37.7,72.3
466,11:45:37,38.1,70.8
467,11:45:38,38.0,73.1
468,11:45:39,37.8,71.9
469,11:45:40,38.0,71.8
470,11:45:41,38.0,72.0
471,11:45:42,38.0,70.6
472,11:45:43,38.0,72.2
473,11:45:44,38.1,72.0
474,11:45:45,38.0,71.9
475,11:45:46,38.0,72.2
476,11:45:47,38.0,72.2
477,11:45:48,38.1,72.0
478,11:45:49,38.1,71.7
479,11:45:50,38.1,72.0
480,11:45:51,38.0,72.1
481,11:45:52,38.1,72.1
482,11:45:53,38.0,71.9
483,11:45:54,38.1,72.2
484,11:45:55,38.0,72.9
485,11:45:56,38.1,73.3
486,11:45:57,38.1,72.9
487,11:45:58,38.1,72.1
488,11:45:59,38.1,72.0
489,11:46:0,38.1,72.0
490,11:46:1,38.1,72.2
491,11:46:2,38.1,71.9
492,11:46:3,38.2,72.0
493,11:46:4,38.1,72.2
494,11:46:5,38.1,72.0
495,11:46:6,38.0,71.9
496,11:46:7,38.1,72.1
497,11:46:8,38.2,72.2
498,11:46:9,38.1,72.0
499,11:46:10,38.2,72.2
500,11:46:11,37.9,71.9
501,11:46:12,38.1,72.2
502,11:46:13,38.1,71.9
503,11:46:14,38.2,71.7
504,11:46:15,38.2,70.7
505,11:46:17,38.2,72.3
506,11:46:18,38.1,71.9
507,11:46:19,38.2,72.0
508,11:46:20,38.2,72.0
509,11:46:21,38.3,72.0
510,11:46:22,38.3,71.7
511,11:46:23,38.2,72.2
512,11:46:24,38.2,71.8
513,11:46:25,38.3,71.8
514,11:46:26,38.2,72.0
515,11:46:27,38.2,71.9
516,11:46:28,38.3,72.1
517,11:46:29,38.3,71.8
518,11:46:30,38.4,72.0
519,11:46:31,38.4,71.8
520,11:46:32,38.2,72.9
521,11:46:33,38.3,72.1
522,11:46:34,38.2,71.8
523,11:46:35,38.2,73.0
524,11:46:36,38.2,71.6
525,11:46:37,38.3,72.1
526,11:46:38,38.2,72.0
527,11:46:39,38.2,71.9
528,11:46:40,38.2,71.9
529,11:46:41,38.3,71.9
530,11:46:42,38.2,71.9
531,11:46:43,38.4,71.8
532,11:46:44,38.2,72.1
533,11:46:45,38.3,71.5
534,11:46:46,38.2,71.9
535,11:46:47,38.3,72.1
536,11:46:48,38.3,72.2
537,11:46:49,38.3,71.7
538,11:46:50,38.3,71.1
539,11:46:51,38.3,72.7
540,11:46:52,38.4,71.7
541,11:46:53,38.4,72.1
542,11:46:54,38.4,72.7
543,11:46:55,38.3,72.1
544,11:46:56,38.4,72.0
545,11:46:57,38.4,72.0
546,11:46:58,38.3,71.9
547,11:46:59,38.3,71.9
548,11:47:0,38.4,71.6
549,11:47:1,38.4,71.6
550,11:47:2,38.4,72.0
551,11:47:3,38.4,71.8
552,11:47:4,38.4,71.7
553,11:47:5,38.4,71.8
554,11:47:6,38.3,71.9
555,11:47:7,38.5,71.7
556,11:47:8,38.5,72.8
557,11:47:9,38.5,71.9
558,11:47:10,38.5,73.5
559,11:47:11,38.4,71.6
560,11:47:12,38.5,70.9
561,11:47:13,38.5,70.4
562,11:47:14,38.4,70.2
563,11:47:15,38.5,71.9
564,11:47:16,38.5,72.0
565,11:47:17,38.4,72.6
566,11:47:18,38.6,71.4
567,11:47:19,38.5,71.8
568,11:47:20,38.5,71.6
569,11:47:21,38.6,71.5
570,11:47:22,38.4,71.7
571,11:47:23,38.5,71.6
572,11:47:24,38.5,71.7
573,11:47:25,38.4,72.2
574,11:47:26,38.5,71.7
575,11:47:27,38.5,71.4
576,11:47:28,38.5,71.8
577,11:47:29,38.5,71.8
578,11:47:30,38.6,71.6
579,11:47:31,38.5,72.0
580,11:47:32,38.5,71.9
581,11:47:33,38.5,70.5
582,11:47:34,38.6,71.5
583,11:47:35,38.6,72.1
584,11:47:36,38.5,72.7
585,11:47:37,38.6,72.0
586,11:47:38,38.5,71.8
587,11:47:39,38.5,71.7
588,11:47:40,38.6,72.3
589,11:47:41,38.5,71.9
590,11:47:42,38.5,72.2
591,11:47:43,38.6,71.8
592,11:47:44,38.5,71.5
593,11:47:45,38.6,71.8
594,11:47:46,38.5,71.4
595,11:47:47,38.6,71.7
596,11:47:48,38.6,71.8
597,11:47:49,38.6,71.7
598,11:47:50,38.6,72.0
599,11:47:51,38.5,71.9
600,11:47:52,38.6,72.0
601,11:47:53,38.6,71.9
602,11:47:54,38.6,72.0
603,11:47:55,38.6,72.9
604,11:47:56,38.6,70.4
605,11:47:57,38.6,71.8
606,11:47:58,38.7,72.2
607,11:47:59,38.6,71.8
608,11:48:0,38.6,72.7
609,11:48:1,38.7,72.0
610,11:48:2,38.6,72.1
611,11:48:3,38.7,71.8
612,11:48:4,38.6,71.8
613,11:48:5,38.6,72.2
614,11:48:6,38.7,71.9
615,11:48:7,38.7,71.8
616,11:48:8,38.8,72.2
617,11:48:9,38.7,71.9
618,11:48:10,38.6,72.4
619,11:48:11,38.9,70.5
620,11:48:12,38.7,72.1
621,11:48:13,38.7,72.2
622,11:48:14,38.7,73.2
623,11:48:15,38.6,71.9
624,11:48:16,38.6,71.9
625,11:48:17,38.8,72.1
626,11:48:18,38.6,72.0
627,11:48:19,38.7,71.9
628,11:48:20,38.7,72.5
629,11:48:21,38.7,72.3
630,11:48:22,38.7,72.2
631,11:48:23,38.7,72.3
632,11:48:24,38.7,71.7
633,11:48:25,38.6,72.0
634,11:48:26,38.7,72.2
635,11:48:27,38.7,72.2
636,11:48:28,38.7,72.1
637,11:48:29,38.8,72.1
638,11:48:30,38.8,73.4
639,11:48:31,38.7,72.4
640,11:48:32,38.8,72.2
641,11:48:33,38.8,73.0
642,11:48:34,38.7,71.7
643,11:48:35,38.8,72.3
644,11:48:36,38.8,72.4
645,11:48:37,38.7,73.0
646,11:48:38,38.8,72.3
647,11:48:39,38.9,72.8
648,11:48:40,38.8,72.8
649,11:48:41,38.8,72.3
650,11:48:42,38.8,72.6
651,11:48:43,38.8,72.5
652,11:48:44,38.8,72.0
653,11:48:45,38.6,72.4
654,11:48:46,38.9,72.4
655,11:48:47,38.8,72.3
656,11:48:48,38.9,72.9
657,11:48:49,38.8,73.6
658,11:48:50,38.8,72.5
659,11:48:51,38.8,72.4
660,11:48:52,38.9,71.8
661,11:48:53,38.7,74.2
662,11:48:54,38.8,72.9
663,11:48:55,38.8,72.6
664,11:48:56,38.9,71.9
665,11:48:57,38.9,73.0
666,11:48:58,38.9,73.0
667,11:48:59,38.8,72.6
668,11:49:0,38.8,72.9
669,11:49:1,38.8,73.0
670,11:49:2,38.9,72.7
671,11:49:3,38.8,72.6
672,11:49:4,38.9,72.4
673,11:49:5,38.9,72.3
674,11:49:6,38.9,72.5
675,11:49:7,38.8,72.3
676,11:49:8,38.9,74.0
677,11:49:9,38.8,72.7
678,11:49:10,39.0,72.5
679,11:49:11,38.9,73.6
680,11:49:12,38.9,73.2
681,11:49:13,39.0,72.7
682,11:49:14,38.8,72.5
683,11:49:15,38.9,72.9
684,11:49:16,38.9,72.4
685,11:49:17,38.9,72.3
686,11:49:18,39.0,72.6
687,11:49:19,38.9,72.7
688,11:49:20,38.8,72.5
689,11:49:21,38.9,72.4
690,11:49:22,38.9,72.4
691,11:49:23,38.9,72.4
692,11:49:24,38.9,72.5
693,11:49:25,38.9,72.6
694,11:49:26,38.8,72.4
695,11:49:27,39.1,72.8
696,11:49:29,38.9,72.4
697,11:49:30,38.9,72.6
698,11:49:31,39.0,73.7
699,11:49:32,38.8,70.7
700,11:49:33,38.9,72.6
701,11:49:34,39.0,72.6
702,11:49:35,39.0,72.9
703,11:49:36,38.9,71.2
704,11:49:37,38.9,73.2
705,11:49:38,39.0,72.3
706,11:49:39,39.0,72.7
707,11:49:40,38.9,72.3
708,11:49:41,38.9,72.4
709,11:49:42,38.9,72.4
710,11:49:43,39.0,72.5
711,11:49:44,39.0,72.6
712,11:49:45,38.9,72.2
713,11:49:46,38.9,72.4
714,11:49:47,39.0,72.2
715,11:49:48,39.1,72.6
716,11:49:49,39.0,72.6
717,11:49:50,38.9,72.7
718,11:49:51,39.1,71.7
719,11:49:52,39.0,72.2
720,11:49:53,39.0,72.3
721,11:49:54,39.1,73.7
722,11:49:55,39.0,73.9
723,11:49:56,39.1,72.2
724,11:49:57,39.0,72.6
725,11:49:58,39.0,72.2
726,11:49:59,38.9,72.2
727,11:50:0,39.0,72.4
728,11:50:1,39.0,72.4
729,11:50:2,39.0,72.7
730,11:50:3,39.2,72.8
731,11:50:4,39.1,72.9
732,11:50:5,39.1,72.4
733,11:50:6,39.2,72.4
734,11:50:7,39.1,72.8
735,11:50:8,39.2,72.5
736,11:50:9,38.8,72.5
737,11:50:10,39.1,72.1
738,11:50:11,39.1,72.3
739,11:50:12,39.1,72.5
740,11:50:13,39.1,70.7
741,11:50:14,39.1,73.0
742,11:50:15,39.0,73.9
743,11:50:16,39.1,72.6
744,11:50:17,39.1,72.6
745,11:50:18,39.1,72.9
746,11:50:19,39.1,72.3
747,11:50:20,39.1,72.5
748,11:50:21,39.1,72.4
749,11:50:22,39.1,72.3
750,11:50:23,39.1,72.6
751,11:50:24,39.2,72.3
752,11:50:25,39.1,72.2
753,11:50:26,39.1,72.5
754,11:50:27,39.2,72.6
755,11:50:28,39.2,72.5
756,11:50:29,39.2,71.9
757,11:50:30,39.1,72.5
758,11:50:31,39.1,72.4
759,11:50:32,39.0,72.7
760,11:50:33,39.1,72.2
761,11:50:34,39.1,72.8
762,11:50:35,39.1,72.2
763,11:50:36,39.1,72.7
764,11:50:37,39.1,72.3
765,11:50:38,39.1,72.3
766,11:50:39,39.2,72.4
767,11:50:40,39.2,72.2
768,11:50:41,39.1,72.5
769,11:50:42,39.2,72.6
770,11:50:43,39.2,72.6
771,11:50:44,39.2,72.6
772,11:50:45,39.1,72.4
773,11:50:46,39.2,72.5
774,11:50:47,39.1,72.0
775,11:50:48,39.2,72.2
776,11:50:49,38.9,72.4
777,11:50:50,39.2,72.6
778,11:50:51,39.1,72.4
779,11:50:52,39.2,72.9
780,11:50:53,39.3,72.2
781,11:50:54,39.1,72.3
782,11:50:55,39.2,72.3
783,11:50:56,39.2,73.6
784,11:50:57,39.2,72.0
785,11:50:58,39.2,72.3
786,11:50:59,39.2,71.8
787,11:51:0,39.3,72.1
788,11:51:1,39.2,72.1
789,11:51:2,39.3,71.9
790,11:51:3,39.3,72.1
791,11:51:4,39.2,72.1
792,11:51:5,39.2,72.2
793,11:51:6,39.2,71.6
794,11:51:7,39.3,72.0
795,11:51:8,39.1,71.7
796,11:51:9,39.2,71.8
797,11:51:10,39.3,71.9
798,11:51:11,39.3,72.7
799,11:51:12,39.2,73.0
800,11:51:13,39.3,71.9
801,11:51:14,39.3,72.0
802,11:51:15,39.3,70.8
803,11:51:16,39.3,71.8
804,11:51:17,39.1,72.0
805,11:51:18,39.2,72.0
806,11:51:19,39.3,72.0
807,11:51:20,39.4,72.0
808,11:51:21,39.3,71.6
809,11:51:22,39.3,71.9
810,11:51:23,39.3,72.0
811,11:51:24,39.3,72.0
812,11:51:25,39.2,72.1
813,11:51:26,39.1,72.0
814,11:51:27,39.3,70.7
815,11:51:28,39.2,71.8
816,11:51:29,39.3,71.8
817,11:51:30,39.4,70.6
818,11:51:31,39.4,71.8
819,11:51:32,39.3,72.1
820,11:51:33,39.3,71.9
821,11:51:34,39.3,70.7
822,11:51:35,39.4,71.4
823,11:51:36,39.4,72.0
824,11:51:37,39.4,71.8
825,11:51:38,39.3,72.2
826,11:51:39,39.3,72.2
827,11:51:40,39.3,71.9
828,11:51:41,39.3,71.9
829,11:51:42,39.4,72.5
830,11:51:43,39.3,72.0
831,11:51:44,39.3,71.9
832,11:51:45,39.4,72.0
833,11:51:46,39.4,71.4
834,11:51:47,39.4,72.1
835,11:51:48,39.3,71.9
836,11:51:49,39.3,70.9
837,11:51:50,39.5,71.1
838,11:51:51,39.3,72.1
839,11:51:52,39.3,71.9
840,11:51:53,39.4,70.9
841,11:51:54,39.5,71.9
842,11:51:55,39.3,72.1
843,11:51:56,39.4,72.0
844,11:51:57,39.3,71.6
845,11:51:58,39.3,71.7
846,11:51:59,39.4,72.2
847,11:52:0,39.4,72.0
848,11:52:1,39.4,72.0
849,11:52:2,39.4,72.1
850,11:52:3,39.5,72.2
851,11:52:4,39.5,72.1
852,11:52:5,39.2,72.0
853,11:52:6,39.4,71.9
854,11:52:7,39.4,72.2
855,11:52:8,39.2,70.9
856,11:52:9,39.4,72.5
857,11:52:10,39.5,72.0
858,11:52:11,39.5,72.0
859,11:52:12,39.5,71.4
860,11:52:13,39.4,72.1
861,11:52:14,39.5,71.9
862,11:52:15,39.5,71.9
863,11:52:16,39.4,72.2
864,11:52:17,39.4,72.2
865,11:52:18,39.4,72.5
866,11:52:19,39.4,72.2
867,11:52:20,39.4,72.1
868,11:52:21,39.4,72.3
869,11:52:22,39.4,71.1
870,11:52:23,39.2,72.1
871,11:52:24,39.2,72.2
872,11:52:25,39.5,72.0
